idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
378,18.900000000000002,-2.339246394539391,8.745943161624099e-81,-6.000000000000012,-0.5660502139398949,-7.342746099461225e-80,0.0,-0.0494585130186298,-2.066726972519693e-78,0.0,0.0,70.0,255.0,255.0,255.0
379,18.95,-2.3676106630376283,2.29222107093564e-81,-6.000000000000012,-0.5685167920107892,-1.8694709192241363e-79,0.0,-0.04931348211041353,-2.0228083080769657e-78,0.0,0.0,70.0,255.0,255.0,255.0
380,19.0,-2.39609807374047,-9.948766030617268e-81,-6.000000000000012,-0.5709815621509362,-2.757082918023088e-79,0.0,-0.04940634608869843,-7.314711786320356e-79,0.0,0.0,70.0,255.0,255.0,255.0
381,19.05,-2.424708819252722,-2.527860810929524e-80,-6.000000000000012,-0.573457426619659,-2.600942097856172e-79,0.0,-0.04973323723005407,2.0209133050235707e-78,0.0,0.0,70.0,255.0,255.0,255.0
382,19.1,-2.453443816402436,-3.595818700917899e-80,-6.000000000000012,-0.5759548858739416,-7.361696129995177e-80,0.0,-0.05017372998694647,5.341292248882927e-78,0.0,0.0,70.0,255.0,255.0,255.0
383,19.150000000000002,-2.482304307840116,-3.264030423929042e-80,-6.000000000000012,-0.5784747996183537,2.740350151026756e-79,0.0,-0.05052504151765724,7.713130066816488e-78,0.0,0.0,70.0,255.0,255.0,255.0
384,19.200000000000003,-2.5112912963642713,-8.554685498911426e-81,-6.000000000000012,-0.5810073900257073,6.976960453816971e-79,0.0,-0.05057893180864248,7.549223379715657e-78,0.0,0.0,70.0,255.0,255.0,255.0
385,19.25,-2.540405046842687,3.7129300298879294e-80,-6.000000000000012,-0.5835326927992179,1.0289573530742413e-78,0.0,-0.05012714701591037,2.729887602927036e-78,0.0,0.0,70.0,255.0,255.0,255.0
386,19.3,-2.569644565644193,9.434104980851272e-80,-6.000000000000012,-0.5860201047272984,9.706848056744007e-79,0.0,-0.049080770753384684,-7.542151132039917e-78,0.0,0.0,70.0,255.0,255.0,255.0
387,19.35,-2.5990070573154167,1.3419778086631936e-79,-6.000000000000012,-0.5884407698745564,2.7474223987024955e-79,0.0,-0.04761914094846276,-1.9933974050904935e-77,0.0,0.0,70.0,255.0,255.0,255.0
388,19.400000000000002,-2.6284886426316487,1.2181527379553768e-79,-6.000000000000012,-0.5907820188221447,-1.0227125994160931e-78,0.0,-0.046076752146539945,-2.878579329474624e-77,0.0,0.0,70.0,255.0,255.0,255.0
389,19.450000000000003,-2.658085259197631,3.192652092471005e-80,-6.000000000000012,-0.5930484450892104,-2.603837089604375e-78,0.0,-0.044796338440722394,-2.8174085210785622e-77,0.0,0.0,70.0,255.0,255.0,255.0
390,19.5,-2.6877934871405698,-1.385684351648998e-79,-6.000000000000012,-0.5952616526662169,-3.8401211204946557e-78,0.0,-0.044113037875215255,-1.018807923307609e-77,0.0,0.0,70.0,255.0,255.0,255.0
391,19.55,-2.717611424464253,-3.5208559112475555e-79,-6.000000000000012,-0.5974597488767319,-3.622645012911984e-78,0.0,-0.04419076600292726,2.8147691223136083e-77,0.0,0.0,70.0,255.0,255.0,255.0
392,19.6,-2.747539462028243,-5.008329364560982e-79,-6.000000000000012,-0.5996807292665096,-1.0253519981810475e-78,0.0,-0.0448598227696273,7.439460395473678e-77,0.0,0.0,70.0,255.0,255.0,255.0
393,19.650000000000002,-2.777579497390904,-4.546207909428603e-79,-6.000000000000012,-0.6019457311536947,3.8168153825616947e-78,0.0,-0.04577699418550907,1.074300431121685e-76,0.0,0.0,70.0,255.0,255.0,255.0
394,19.700000000000003,-2.8077340351436124,-1.1915139819992871e-79,-6.000000000000012,-0.6042584286850605,9.717652313035803e-78,0.0,-0.04658965382224878,1.0514711746342689e-76,0.0,0.0,70.0,255.0,255.0,255.0
395,19.75,-2.83800534025941,5.1714444036072004e-79,-6.000000000000012,-0.6066046965359195,1.4331527128904385e-77,0.0,-0.04694872013120133,3.802242932937735e-77,0.0,0.0,70.0,255.0,255.0,255.0
396,19.8,-2.8683945047972044,1.3140013146905098e-78,-6.000000000000012,-0.6089533006981807,1.3519895245973538e-77,0.0,-0.046670104628754316,-1.0504861376050444e-76,0.0,0.0,70.0,255.0,255.0,255.0
397,19.85,-2.898900670329228,1.869133964958074e-78,-6.000000000000012,-0.611271706998795,3.8266657528539398e-78,0.0,-0.04587061226208888,-2.776444417680422e-76,0.0,0.0,70.0,255.0,255.0,255.0
398,19.900000000000002,-2.929521675497084,1.6966678899759037e-78,-6.000000000000012,-0.6135403619243895,-1.424454893083069e-77,0.0,-0.04480538766173936,-4.0093437915392776e-76,0.0,0.0,70.0,255.0,255.0,255.0
399,19.950000000000003,-2.960254706521667,4.446790718750048e-79,-6.000000000000012,-0.6157522457649689,-3.626677216253884e-77,0.0,-0.043732132517337874,-3.9241438464292185e-76,0.0,0.0,70.0,255.0,255.0,255.0
400,20.0,-2.9910969000735808,-1.9300093262779804e-78,-6.000000000000012,-0.6179135751761233,-5.3485987395122874e-77,0.0,-0.04292005362782625,-1.4190163808443334e-76,0.0,0.0,70.0,255.0,255.0,255.0
401,20.05,-3.0220460640392792,-4.903919667637283e-78,-6.000000000000012,-0.6200442511277515,-5.045693597098218e-77,0.0,-0.042514363267542876,3.920467638188815e-76,0.0,0.0,70.0,255.0,255.0,255.0
402,20.1,-3.053101325186356,-6.975702923376198e-78,-6.000000000000012,-0.6221650115028776,-1.428131101323472e-77,0.0,-0.04241315941753143,1.0361831631174324e-75,0.0,0.0,70.0,255.0,255.0,255.0
403,20.150000000000002,-3.084262565189567,-6.3320507689607545e-78,-6.000000000000012,-0.6242855670695047,5.316138034076107e-77,0.0,-0.04240770225405477,1.4963074735035428e-75,0.0,0.0,70.0,255.0,255.0,255.0
404,20.200000000000003,-3.1155298818933064,-1.659564889300091e-78,-6.000000000000012,-0.6264057817282831,1.3534943633711956e-76,0.0,-0.04230093032742133,1.4645104211082606e-75,0.0,0.0,70.0,255.0,255.0,255.0
405,20.25,-3.1469031433623953,7.202892864751203e-78,-6.000000000000012,-0.6285156601022468,1.9961242245158713e-76,0.0,-0.04188313994939463,5.295841230083557e-76,0.0,0.0,70.0,255.0,255.0,255.0
406,20.3,-3.178381447903531,1.8301677355858623e-77,-6.000000000000012,-0.6305940957232226,1.8830784863795513e-76,0.0,-0.04105258216107188,-1.4631384415150221e-75,0.0,0.0,70.0,255.0,255.0,255.0
407,20.35,-3.2099625529347176,2.603367772854672e-77,-6.000000000000012,-0.632620918318354,5.329857830008491e-77,0.0,-0.03995945403052481,-3.867088210701687e-75,0.0,0.0,70.0,255.0,255.0,255.0
408,20.400000000000002,-3.2416435397353665,2.3631535185867114e-77,-6.000000000000012,-0.634590041126275,-1.9840097243221357e-76,0.0,-0.038881099359944216,-5.584295514860242e-75,0.0,0.0,70.0,255.0,255.0,255.0
409,20.450000000000003,-3.273421557047345,6.193580485325362e-78,-6.000000000000012,-0.6365090282543484,-5.051309731859393e-76,0.0,-0.038084006312866236,-5.465627299790119e-75,0.0,0.0,70.0,255.0,255.0,255.0
410,20.5,-3.3052944425608013,-2.688156213272682e-77,-6.000000000000012,-0.6383984417575617,-7.449637024112255e-76,0.0,-0.03783531198200407,-1.9764348539489909e-75,0.0,0.0,70.0,255.0,255.0,255.0
411,20.55,-3.337261401223101,-6.83027897557972e-77,-6.000000000000012,-0.6402925594525488,-7.027744585808384e-76,0.0,-0.03825619386854662,5.460507002241206e-75,0.0,0.0,70.0,255.0,255.0,255.0
412,20.6,-3.369323698506056,-9.715900799081066e-77,-6.000000000000012,-0.6422240611444163,-1.9891300218710487e-76,0.0,-0.03914277737413485,1.4432169679689313e-74,0.0,0.0,70.0,255.0,255.0,255.0
413,20.650000000000002,-3.401483807337543,-8.819408997450769e-77,-6.000000000000012,-0.6442068371899623,7.404425093880929e-76,0.0,-0.040112469071695855,2.0840874585937426e-74,0.0,0.0,70.0,255.0,255.0,255.0
414,20.700000000000003,-3.4337443822250524,-2.3114757052001353e-77,-6.000000000000012,-0.6462353080515859,1.885174456406638e-75,0.0,-0.040777496635824306,2.039799877805222e-74,0.0,0.0,70.0,255.0,255.0,255.0
415,20.75,-3.4661073381427014,1.0032335566615612e-76,-6.000000000000012,-0.6482845868535447,2.780242387193315e-75,0.0,-0.040747640093607984,7.376155292787602e-75,0.0,0.0,70.0,255.0,255.0,255.0
416,20.8,-3.498572840910407,2.549094816673302e-76,-6.000000000000012,-0.6503100720609467,2.622789985685398e-75,0.0,-0.03983555611721812,-2.03788895674498e-74,0.0,0.0,70.0,255.0,255.0,255.0
417,20.85,-3.531138345348796,3.62602354234696e-76,-6.000000000000012,-0.6522681424652665,7.423534304483348e-76,0.0,-0.038279319923439914,-5.386159050805558e-74,0.0,0.0,70.0,255.0,255.0,255.0
418,20.900000000000002,-3.5637996551569335,3.291448247121637e-76,-6.000000000000012,-0.6541380040532907,-2.7633690651201594e-75,0.0,-0.03653998006494241,-7.777920282888946e-74,0.0,0.0,70.0,255.0,255.0,255.0
419,20.950000000000003,-3.596552145754125,8.626544772268003e-77,-6.000000000000012,-0.6559221404717608,-7.035566852440612e-75,0.0,-0.03508535446332672,-7.612636781241876e-74,0.0,0.0,70.0,255.0,255.0,255.0
420,21.0,-3.6293918692041096,-3.7441186053189756e-76,-6.000000000000012,-0.6576465394996234,-1.0376005846362035e-74,0.0,-0.03439408102279273,-2.752818631720145e-74,0.0,0.0,70.0,255.0,255.0,255.0
421,21.05,-3.6623167997040875,-9.513351369135236e-76,-6.000000000000012,-0.6593615485740401,-9.788385484160758e-75,0.0,-0.03470144180202084,7.6055051267558e-74,0.0,0.0,70.0,255.0,255.0,255.0
422,21.1,-3.6953280240615136,-1.3532504089479734e-75,-6.000000000000012,-0.6611166836798255,-2.770500719606236e-75,0.0,-0.035729127081340906,2.0101419235253303e-73,0.0,0.0,70.0,255.0,255.0,255.0
423,21.150000000000002,-3.72842846807207,-1.2283852088741472e-75,-6.000000000000012,-0.6629344612821741,1.0313033751092546e-74,0.0,-0.03693842651983914,2.9027593672962054e-73,0.0,0.0,70.0,255.0,255.0,255.0
424,21.200000000000003,-3.761621470189731,-3.2194703383871874e-76,-6.000000000000012,-0.6648105263318094,2.6257092953355816e-74,0.0,-0.03779465194515552,2.841074724716228e-73,0.0,0.0,70.0,255.0,255.0,255.0
425,21.25,-3.794909520705251,1.3973240864614345e-75,-6.000000000000012,-0.6667139264766897,3.872378099825483e-74,0.0,-0.03776013837870629,1.0273658997601803e-73,0.0,0.0,70.0,255.0,255.0,255.0
426,21.3,-3.8282928628374,3.5504310659867645e-75,-6.000000000000012,-0.66858654016968,3.653075195095762e-74,0.0,-0.036571730287038307,-2.8384131550278216e-73,0.0,0.0,70.0,255.0,255.0,255.0
427,21.35,-3.861768174722219,5.050399281557197e-75,-6.000000000000012,-0.6703710995053935,1.0339649447976612e-74,0.0,-0.03453675916400556,-7.501951789020763e-73,0.0,0.0,70.0,255.0,255.0,255.0
428,21.400000000000002,-3.8953299727879394,4.584396010784426e-75,-6.000000000000012,-0.6720402160860806,-3.848876593925002e-74,0.0,-0.03225456560453921,-1.0833245440895924e-72,0.0,0.0,70.0,255.0,255.0,255.0
429,21.450000000000003,-3.928972196330827,1.2015226876321952e-75,-6.000000000000012,-0.6735965560658475,-9.799280496098264e-74,0.0,-0.03032195850227737,-1.0603035220740722e-72,0.0,0.0,70.0,255.0,255.0,255.0
430,21.5,-3.962689628394524,-5.214884485313839e-75,-6.000000000000012,-0.6750724119363083,-1.4451911814665724e-73,0.0,-0.029325272221658594,-3.8341817358687076e-73,0.0,0.0,70.0,255.0,255.0,255.0
431,21.55,-3.996479437524458,-1.3250389127033531e-74,-6.000000000000012,-0.6765290832880133,-1.3633462231966972e-73,0.0,-0.029558583436273267,1.0593102107435708e-72,0.0,0.0,70.0,255.0,255.0,255.0
432,21.6,-4.030342536723325,-1.884834671728081e-74,-6.000000000000012,-0.6780282702799356,-3.858809707230016e-74,0.0,-0.030748544887426732,2.799766523255772e-72,0.0,0.0,70.0,255.0,255.0,255.0
433,21.650000000000002,-4.0642822645524515,-1.7109198834263547e-74,-6.000000000000012,-0.679603937776756,1.4364203000590748e-73,0.0,-0.03233776327689064,4.043022239628747e-72,0.0,0.0,70.0,255.0,255.0,255.0
434,21.700000000000003,-4.098302930501001,-4.484143716690062e-75,-6.000000000000012,-0.6812620466076247,3.657141268905746e-73,0.0,-0.033764880013631426,3.9571066158246667e-72,0.0,0.0,70.0,255.0,255.0,255.0
435,21.75,-4.132408469213214,1.9462213854793917e-74,-6.000000000000012,-0.6829804257781191,5.393526915883742e-73,0.0,-0.0344828286783283,1.430936104371467e-72,0.0,0.0,70.0,255.0,255.0,255.0
436,21.8,-4.166600973078813,4.945112544214736e-74,-6.000000000000012,-0.6847103294754575,5.088077373277213e-73,0.0,-0.03420130193436677,-3.9533995274715e-72,0.0,0.0,70.0,255.0,255.0,255.0
437,21.85,-4.20087950216076,7.034298758756605e-74,-6.000000000000012,-0.6864005559715558,1.440127388412242e-73,0.0,-0.033083513500642425,-1.044887091412101e-71,0.0,0.0,70.0,255.0,255.0,255.0
438,21.900000000000002,-4.2352410286759685,6.385239932626978e-74,-6.000000000000012,-0.6880186808255218,-5.360793540843799e-73,0.0,-0.03149908991373351,-1.5088764414425406e-71,0.0,0.0,70.0,255.0,255.0,255.0
439,21.950000000000003,-4.269681370243312,1.6735052179128052e-74,-6.000000000000012,-0.6895504649629292,-1.3648637026013165e-72,0.0,-0.02981889440452079,-1.4768122941224595e-71,0.0,0.0,70.0,255.0,255.0,255.0
440,22.0,-4.304196075172261,-7.263397093386186e-74,-6.000000000000012,-0.6910005702659738,-2.0128916482068395e-72,0.0,-0.028407375768146892,-5.340326243898989e-72,0.0,0.0,70.0,255.0,255.0,255.0
441,22.05,-4.338781427269909,-1.8455411264155592e-73,-6.000000000000012,-0.6923912025397438,-1.8988963269912154e-72,0.0,-0.02747453050337967,1.4754287899142426e-71,0.0,0.0,70.0,255.0,255.0,255.0
442,22.1,-4.373435195426236,-2.6252360363298343e-73,-6.000000000000012,-0.6937480233163118,-5.3746285829259675e-73,0.0,-0.026989195981741432,3.899571713322827e-71,0.0,0.0,70.0,255.0,255.0,255.0
443,22.150000000000002,-4.40815622960154,-2.383003984708156e-73,-6.000000000000012,-0.695090122137918,2.0006753863316125e-72,0.0,-0.026836599679747053,5.631203541807286e-71,0.0,0.0,70.0,255.0,255.0,255.0
444,22.200000000000003,-4.442944207640028,-6.245606499982216e-74,-6.000000000000012,-0.6964316832842865,5.093740683514689e-72,0.0,-0.026911430481035836,5.511538514907371e-71,0.0,0.0,70.0,255.0,255.0,255.0
445,22.25,-4.477799397929969,2.7107366988065338e-73,-6.000000000000012,-0.6977812651860216,7.512213901238983e-72,0.0,-0.027103705544906376,1.993036887122448e-71,0.0,0.0,70.0,255.0,255.0,255.0
446,22.3,-4.51272233415863,6.887653251240762e-73,-6.000000000000012,-0.6991420538387771,7.086777570637137e-72,0.0,-0.027335541086070947,-5.506375206909821e-71,0.0,0.0,70.0,255.0,255.0,255.0
447,22.35,-4.547713603313847,9.797514269443672e-73,-6.000000000000012,-0.7005148192946287,2.0058386943291616e-72,0.0,-0.027559795812237553,-1.4553399761879204e-70,0.0,0.0,70.0,255.0,255.0,255.0
448,22.400000000000002,-4.582773816088093,8.893491945569923e-73,-6.000000000000012,-0.7018980334200009,-7.466622191242068e-72,0.0,-0.027711900645410736,-2.10159377257866e-70,0.0,0.0,70.0,255.0,255.0,255.0
449,22.450000000000003,-4.617903406655847,2.330892078201604e-73,-6.000000000000012,-0.7032860093591697,-1.901009903145744e-71,0.0,-0.027710208846354334,-2.0569341765507023e-70,0.0,0.0,70.0,255.0,255.0,255.0
450,22.5,-4.65310241702401,-1.0116607085887519e-72,-6.000000000000012,-0.7046690543046363,-2.803596395674909e-71,0.0,-0.027481764756132065,-7.438114924099898e-71,0.0,0.0,70.0,255.0,255.0,255.0
451,22.55,-4.6883703120863105,-2.570507187854749e-72,-6.000000000000012,-0.706034185834783,-2.6448213955557337e-71,0.0,-0.02699607904501633,2.0550072037725042e-70,0.0,0.0,70.0,255.0,255.0,255.0
452,22.6,-4.723705835607488,-3.656482104144486e-72,-6.000000000000012,-0.707368662209138,-7.485891919024047e-72,0.0,-0.026296096293432214,5.4314027334193986e-70,0.0,0.0,70.0,255.0,255.0,255.0
453,22.650000000000002,-4.759107178307224,-3.319096379757154e-72,-6.000000000000012,-0.7086637954641262,2.7865813378636654e-71,0.0,-0.025472161375184044,7.843254736133912e-70,0.0,0.0,70.0,255.0,255.0,255.0
454,22.700000000000003,-4.7945722151539005,-8.699007662808204e-73,-6.000000000000012,-0.7099158783466564,7.094665544231508e-71,0.0,-0.024627221313089365,7.676582854712075e-70,0.0,0.0,70.0,255.0,255.0,255.0
455,22.75,-4.83009876614189,3.7755691644743544e-72,-6.000000000000012,-0.7111265175954351,1.0463164192575742e-70,0.0,-0.023857254078674117,2.775942280927718e-70,0.0,0.0,70.0,255.0,255.0,255.0
456,22.8,-4.865684866913444,9.593263426294921e-72,-6.000000000000012,-0.7123016037545238,9.870607825159227e-71,0.0,-0.023219629913473483,-7.669391294399038e-70,0.0,0.0,70.0,255.0,255.0,255.0
457,22.85,-4.901328926517342,1.364617698963358e-71,-6.000000000000012,-0.7134484805867825,2.7937728981767025e-71,0.0,-0.02273218265003152,-2.0270270957489682e-69,0.0,0.0,70.0,255.0,255.0,255.0
458,22.900000000000002,-4.937029714972122,1.2387036324471624e-71,-6.000000000000012,-0.7145748220195269,-1.0399663132330458e-70,0.0,-0.02240392937817859,-2.927142517195699e-69,0.0,0.0,70.0,255.0,255.0,255.0
459,22.950000000000003,-4.972786408719295,3.246513857303122e-72,-6.000000000000012,-0.7156888735246003,-2.647765227378029e-70,0.0,-0.022240393080874554,-2.864939724229759e-69,0.0,0.0,70.0,255.0,255.0,255.0
460,23.0,-5.008598602324582,-1.4090615949308666e-71,-6.000000000000012,-0.7167988613276144,-3.904906037462805e-70,0.0,-0.02224520960565357,-1.035995763130087e-69,0.0,0.0,70.0,255.0,255.0,255.0
461,23.05,-5.044466294852056,-3.5802546517324935e-71,-6.000000000000012,-0.7179133944851657,-3.683760990508116e-70,0.0,-0.022406426942378488,2.8622557973823635e-69,0.0,0.0,70.0,255.0,255.0,255.0
462,23.1,-5.080389941773099,-5.092822585438983e-71,-6.000000000000012,-0.7190395040218522,-1.0426502400804411e-70,0.0,-0.022654333944771565,7.564968109653931e-69,0.0,0.0,70.0,255.0,255.0,255.0
463,23.150000000000002,-5.116370245254242,-4.6229048918129346e-71,-6.000000000000012,-0.7201788278796428,3.8812071191458157e-70,0.0,-0.022871281951442057,1.0924244595169403e-68,0.0,0.0,70.0,255.0,255.0,255.0
464,23.200000000000003,-5.152407824561063,-1.2116154662931669e-71,-6.000000000000012,-0.7213266322169964,9.881594355088964e-70,0.0,-0.022932232005068443,1.0692100611447828e-68,0.0,0.0,70.0,255.0,255.0,255.0
465,23.25,-5.188502908475941,5.25868946327603e-71,-6.000000000000012,-0.7224720510801497,1.4573307730593645e-69,0.0,-0.022717898173851836,3.8663888244275796e-69,0.0,0.0,70.0,255.0,255.0,255.0
466,23.3,-5.224655029669078,1.336169226430048e-70,-6.000000000000012,-0.7235984220343816,1.3747983179516543e-69,0.0,-0.02217414949612362,-1.068208406008955e-68,0.0,0.0,70.0,255.0,255.0,255.0
467,23.35,-5.2608627506793795,1.9006672642792573e-70,-6.000000000000012,-0.724689466029762,3.891223670504095e-70,0.0,-0.02137495709568782,-2.823284534286676e-68,0.0,0.0,70.0,255.0,255.0,255.0
468,23.400000000000002,-5.297123976272054,1.7252915934804574e-70,-6.000000000000012,-0.7257359177439504,-1.448486216335022e-69,0.0,-0.020467306453308964,-4.076983586348192e-68,0.0,0.0,70.0,255.0,255.0,255.0
469,23.450000000000003,-5.3334363424537745,4.521810479442352e-71,-6.000000000000012,-0.7267361966750929,-3.6878612192977827e-69,0.0,-0.01961016607872068,-3.990346272156154e-68,0.0,0.0,70.0,255.0,255.0,255.0
470,23.5,-5.369797595939564,-1.9625696258173256e-70,-6.000000000000012,-0.7276969343518225,-5.438832488491177e-69,0.0,-0.018971216345597952,-1.4429559534580219e-68,0.0,0.0,70.0,255.0,255.0,255.0
471,23.55,-5.406206035888957,-4.9866514405469426e-70,-6.000000000000012,-0.7286333183096527,-5.130817172755805e-69,0.0,-0.018636462251997443,3.986608044297585e-68,0.0,0.0,70.0,255.0,255.0,255.0
472,23.6,-5.442660927770529,-7.093386798573131e-70,-6.000000000000012,-0.7295605805770222,-1.4522244441935918e-69,0.0,-0.018522201309600916,1.0536641326181309e-67,0.0,0.0,70.0,255.0,255.0,255.0
473,23.650000000000002,-5.479162093946659,-6.438875884740534e-70,-6.000000000000012,-0.7304855384406128,5.405824153425505e-69,0.0,-0.018463967760240507,1.5215509885875822e-67,0.0,0.0,70.0,255.0,255.0,255.0
474,23.700000000000003,-5.51570948161459,-1.687562645147625e-70,-6.000000000000012,-0.7314069773530463,1.376328544168223e-68,0.0,-0.018300017432970606,1.489217502747984e-67,0.0,0.0,70.0,255.0,255.0,255.0
475,23.75,-5.552302791681964,7.324409556941697e-70,-6.000000000000012,-0.7323155401839099,2.0297999180905346e-68,0.0,-0.017857283063893448,5.385184931389332e-68,0.0,0.0,70.0,255.0,255.0,255.0
476,23.8,-5.588941035632981,1.8610436535757723e-69,-6.000000000000012,-0.7331927056594356,1.9148470373071564e-68,0.0,-0.01705342806888055,-1.487822377118139e-67,0.0,0.0,70.0,255.0,255.0,255.0
477,23.85,-5.625622062247907,2.647287993001326e-69,-6.000000000000012,-0.7340208829907979,5.419775409723954e-69,0.0,-0.01601894162828188,-3.932328077043857e-67,0.0,0.0,70.0,255.0,255.0,255.0
478,23.900000000000002,-5.662343123932061,2.4030211945481676e-69,-6.000000000000012,-0.7347945998222638,-2.0174810397367005e-68,0.0,-0.014994118543576462,-5.6785055957155096e-67,0.0,0.0,70.0,255.0,255.0,255.0
479,23.950000000000003,-5.6991015222301336,6.298069532646259e-70,-6.000000000000012,-0.7355202948451556,-5.136528054743115e-68,0.0,-0.014209624329541981,-5.5578353837763195e-67,0.0,0.0,70.0,255.0,255.0,255.0
480,24.0,-5.7358951534165765,-2.733506860194947e-69,-6.000000000000012,-0.736215562255218,-7.57531642351302e-68,0.0,-0.013887576806403956,-2.0097783772099318e-67,0.0,0.0,70.0,255.0,255.0,255.0
481,24.05,-5.772723078455655,-6.945509470248395e-69,-6.000000000000012,-0.736909052525796,-7.1463064319530464e-68,0.0,-0.01413071125302423,5.5526287040427955e-67,0.0,0.0,70.0,255.0,255.0,255.0
482,24.1,-5.809586058669156,-9.879813292147994e-69,-6.000000000000012,-0.7376286333805204,-2.022687719470225e-68,0.0,-0.01479578509115953,1.4675648175557297e-66,0.0,0.0,70.0,255.0,255.0,255.0
483,24.150000000000002,-5.846485941793707,-8.96819718971862e-69,-6.000000000000012,-0.7383886310349119,7.52934174360425e-68,0.0,-0.01560412683030421,2.1192471394274464e-66,0.0,0.0,70.0,255.0,255.0,255.0
484,24.200000000000003,-5.883424921772647,-2.3504715485437434e-69,-6.000000000000012,-0.7391890460635508,1.916978367480424e-67,0.0,-0.016269224176568287,2.0742124032357304e-66,0.0,0.0,70.0,255.0,255.0,255.0
485,24.25,-5.9204048464000625,1.0201586485085619e-68,-6.000000000000012,-0.7400155534525688,2.8271465775961554e-67,0.0,-0.016512409710145448,7.500595015700793e-67,0.0,0.0,70.0,255.0,255.0,255.0
486,24.3,-5.957426477117904,2.5920994227417813e-68,-6.000000000000012,-0.7408402870345654,2.6670378690505033e-67,0.0,-0.01619044020584326,-2.0722692439053048e-66,0.0,0.0,70.0,255.0,255.0,255.0
487,24.35,-5.994488875103519,3.6871965175590652e-68,-6.000000000000012,-0.7416345974731531,7.548773336908506e-68,0.0,-0.015406029896070095,-5.477026462518534e-66,0.0,0.0,70.0,255.0,255.0,255.0
488,24.400000000000002,-6.0315899368652195,3.346976756432632e-68,-6.000000000000012,-0.7423808900241724,-2.8099885934680308e-67,0.0,-0.014381262247020743,-7.909137998138234e-66,0.0,0.0,70.0,255.0,255.0,255.0
489,24.450000000000003,-6.068726964105936,8.772079240910342e-69,-6.000000000000012,-0.7430727236978552,-7.154260664447384e-67,0.0,-0.013346765676303107,-7.741066074565289e-66,0.0,0.0,70.0,255.0,255.0,255.0
490,24.5,-6.105897209235005,-3.807283908014753e-68,-6.000000000000012,-0.7437155665918027,-1.0551054668033319e-66,0.0,-0.012542784352831404,-2.7992601685593223e-66,0.0,0.0,70.0,255.0,255.0,255.0
491,24.55,-6.1430985207651165,-9.673846743942284e-68,-6.000000000000012,-0.7443270021331383,-9.953520833006706e-67,0.0,-0.01209978899652242,7.73381410521694e-66,0.0,0.0,70.0,255.0,255.0,255.0
492,24.6,-6.180329909448319,-1.376080474102146e-67,-6.000000000000012,-0.744925545491455,-2.817240562816379e-67,0.0,-0.011935526560158394,2.0440541032518405e-65,0.0,0.0,70.0,255.0,255.0,255.0
493,24.650000000000002,-6.217591075314262,-1.2491087306758663e-67,-6.000000000000012,-0.7455205547891541,1.0487020199511699e-66,0.0,-0.011877071268173722,2.951730485312548e-65,0.0,0.0,70.0,255.0,255.0,255.0
494,24.700000000000003,-6.254881964927234,-3.273784541509761e-68,-6.000000000000012,-0.7461132526182723,2.6700064290309103e-66,0.0,-0.011762827337324921,2.8890051895025405e-65,0.0,0.0,70.0,255.0,255.0,255.0
495,24.75,-6.292202400576089,1.4208976983550442e-67,-6.000000000000012,-0.7466968375228866,3.9377072094537104e-66,0.0,-0.011428527469892202,1.044698117266721e-65,0.0,0.0,70.0,255.0,255.0,255.0
496,24.8,-6.329551648679523,3.6103287553027345e-67,-6.000000000000012,-0.7472561053652615,3.714704546297631e-66,0.0,-0.010790543668282027,-2.8862987176962434e-65,0.0,0.0,70.0,255.0,255.0,255.0
497,24.85,-6.366928011112615,5.135602244652676e-67,-6.000000000000012,-0.7477758918897148,1.0514084917574668e-66,0.0,-0.009934567825986562,-7.628513766755504e-65,0.0,0.0,70.0,255.0,255.0,255.0
498,24.900000000000002,-6.404329237868494,4.661737247060201e-67,-6.000000000000012,-0.7482495621478602,-3.9138092204578743e-66,0.0,-0.009027748717826967,-1.1016008141436374e-64,0.0,0.0,70.0,255.0,255.0,255.0
499,24.950000000000003,-6.441752967327401,1.2217930241948012e-67,-6.000000000000012,-0.7486786667614975,-9.964599649678907e-66,0.0,-0.008228498401319229,-1.0781914150553641e-64,0.0,0.0,70.0,255.0,255.0,255.0
500,25.0,-6.479197104544644,-5.3028624026187055e-67,-6.000000000000012,-0.7490724119879921,-1.4695723371011516e-65,0.0,-0.00768305914684575,-3.898866452210949e-65,0.0,0.0,70.0,255.0,255.0,255.0
501,25.05,-6.516660208526201,-1.3473930346816716e-66,-6.000000000000012,-0.7494469726761821,-1.3863466101889856e-65,0.0,-0.007465122577432481,1.0771813460263284e-64,0.0,0.0,70.0,255.0,255.0,255.0
502,25.1,-6.554141801812262,-1.9166328504508564e-66,-6.000000000000012,-0.7498189242457354,-3.9239099107482315e-66,0.0,-0.007521726611781077,2.8470000963770186e-64,0.0,0.0,70.0,255.0,255.0,255.0
503,25.150000000000002,-6.591642100950774,-1.7397840257564947e-66,-6.000000000000012,-0.7501991453373602,1.4606534861880332e-65,0.0,-0.007735570224198796,4.111230208043295e-64,0.0,0.0,70.0,255.0,255.0,255.0
504,25.200000000000003,-6.629161716345998,-4.5597936426282323e-67,-6.000000000000012,-0.7505924812681553,3.7188392169684715e-65,0.0,-0.00798369187808845,4.023865141271201e-64,0.0,0.0,70.0,255.0,255.0,255.0
