Time [msec],x [m],y [m],z [m],Red,Green,Blue
22750,5.0041,-6.8297,5,255,255,255
23000,5.0042,-6.9537,5,255,255,255
23250,5.0044,-7.0763,5,255,255,255
23500,5.0045,-7.1977,5,255,255,255
23750,5.0046,-7.3176,5,255,255,255
24000,5.0047,-7.436,5,255,255,255
24250,5.0049,-7.5528,5,255,255,255
24500,5.005,-7.668,5,255,255,255
24750,5.0051,-7.7814,5,255,255,255
25000,5.0052,-7.893,5,255,255,255
25250,5.0053,-8.0026,5,255,255,255
25500,5.0053,-8.1103,5,255,255,255
25750,5.0054,-8.2158,5,255,255,255
26000,5.0055,-8.3192,5,255,255,255
26250,5.0055,-8.4203,5,255,255,255
26500,5.0055,-8.5191,5,255,255,255
26750,5.0055,-8.6155,5,255,255,255
27000,5.0056,-8.7094,5,255,255,255
27250,5.0055,-8.8007,5,255,255,255
27500,5.0055,-8.8893,5,255,255,255
27750,5.0055,-8.9751,5,255,255,255
28000,5.0054,-9.0582,5,255,255,255
28250,5.0054,-9.1383,5,255,255,255
28500,5.0053,-9.2154,5,255,255,255
28750,5.0052,-9.2895,5,255,255,255
29000,5.0051,-9.3603,5,255,255,255
29250,5.005,-9.4279,5,255,255,255
29500,5.0048,-9.4922,5,255,255,255
29750,5.0046,-9.5531,5,255,255,255
30000,5.0044,-9.6105,5,255,255,255
30250,5.0042,-9.6642,5,255,255,255
30500,5.004,-9.7144,5,255,255,255
30750,5.0038,-9.7607,5,255,255,255
31000,5.0035,-9.8033,5,255,255,255
31250,5.0032,-9.8419,5,255,255,255
31500,5.0029,-9.8765,5,255,255,255
31750,5.0025,-9.9071,5,255,255,255
32000,5.0022,-9.9335,5,255,255,255
32250,5.0018,-9.9556,5,255,255,255
32500,5.0014,-9.9734,5,255,255,255
32750,5.0009,-9.9868,5,255,255,255
33000,5.0005,-9.9957,5,255,255,255
33250,5,-10,5,255,255,255
33500,4.9979,-10.002,5,255,255,255
33750,4.9925,-10.0039,5,255,255,255
34000,4.984,-10.0057,5,255,255,255
34250,4.9723,-10.0076,5,255,255,255
34500,4.9575,-10.0093,5,255,255,255
34750,4.9398,-10.011,5,255,255,255
35000,4.919,-10.0127,5,255,255,255
35250,4.8953,-10.0142,5,255,255,255
35500,4.8687,-10.0158,5,255,255,255
35750,4.8392,-10.0173,5,255,255,255
36000,4.807,-10.0187,5,255,255,255
36250,4.772,-10.0201,5,255,255,255
36500,4.7343,-10.0215,5,255,255,255
36750,4.694,-10.0228,5,255,255,255
37000,4.6511,-10.024,5,255,255,255
37250,4.6057,-10.0252,5,255,255,255
37500,4.5577,-10.0263,5,255,255,255
37750,4.5073,-10.0275,5,255,255,255
38000,4.4545,-10.0285,5,255,255,255
38250,4.3993,-10.0295,5,255,255,255
38500,4.3418,-10.0305,5,255,255,255
38750,4.2821,-10.0314,5,255,255,255
39000,4.2202,-10.0323,5,255,255,255
39250,4.1561,-10.0331,5,255,255,255
39500,4.0899,-10.0339,5,255,255,255
39750,4.0216,-10.0347,5,255,255,255
40000,3.9513,-10.0354,5,255,255,255
40250,3.8791,-10.0361,5,255,255,255
40500,3.805,-10.0367,5,255,255,255
40750,3.7289,-10.0373,5,255,255,255
41000,3.6511,-10.0379,5,255,255,255
41250,3.5715,-10.0384,5,255,255,255
41500,3.4901,-10.0389,5,255,255,255
41750,3.4071,-10.0393,5,255,255,255
42000,3.3225,-10.0397,5,255,255,255
42250,3.2363,-10.0401,5,255,255,255
42500,3.1486,-10.0405,5,255,255,255
42750,3.0594,-10.0408,5,255,255,255
43000,2.9687,-10.041,5,255,255,255
43250,2.8767,-10.0413,5,255,255,255
43500,2.7833,-10.0415,5,255,255,255
43750,2.6887,-10.0417,5,255,255,255
44000,2.5928,-10.0418,5,255,255,255
44250,2.4958,-10.0419,5,255,255,255
44500,2.3976,-10.042,5,255,255,255
44750,2.2983,-10.042,5,255,255,255
45000,2.198,-10.0421,5,255,255,255
45250,2.0967,-10.0421,5,255,255,255
45500,1.9944,-10.042,5,255,255,255
45750,1.8913,-10.042,5,255,255,255
46000,1.7873,-10.0419,5,255,255,255
46250,1.6825,-10.0418,5,255,255,255
46500,1.577,-10.0416,5,255,255,255
46750,1.4707,-10.0415,5,255,255,255
47000,1.3638,-10.0413,5,255,255,255
47250,1.2563,-10.0411,5,255,255,255
47500,1.1483,-10.0408,5,255,255,255
47750,1.0397,-10.0406,5,255,255,255
48000,0.9307,-10.0403,5,255,255,255
48250,0.8213,-10.04,5,255,255,255
48500,0.7115,-10.0397,5,255,255,255
48750,0.6015,-10.0394,5,255,255,255
49000,0.4911,-10.039,5,255,255,255
49250,0.3805,-10.0386,5,255,255,255
49500,0.2698,-10.0382,5,255,255,255
49750,0.159,-10.0378,5,255,255,255
50000,0.0481,-10.0374,5,255,255,255
50250,-0.0628,-10.0369,5,255,255,255
50500,-0.1737,-10.0365,5,255,255,255
50750,-0.2846,-10.036,5,255,255,255
51000,-0.3953,-10.0355,5,255,255,255
51250,-0.5058,-10.035,5,255,255,255
51500,-0.6161,-10.0345,5,255,255,255
51750,-0.7261,-10.0339,5,255,255,255
52000,-0.8358,-10.0334,5,255,255,255
52250,-0.9451,-10.0328,5,255,255,255
52500,-1.054,-10.0323,5,255,255,255
52750,-1.1624,-10.0317,5,255,255,255
53000,-1.2703,-10.0311,5,255,255,255
53250,-1.3777,-10.0305,5,255,255,255
53500,-1.4844,-10.0299,5,255,255,255
53750,-1.5905,-10.0293,5,255,255,255
54000,-1.6959,-10.0287,5,255,255,255
54250,-1.8005,-10.028,5,255,255,255
54500,-1.9043,-10.0274,5,255,255,255
54750,-2.0072,-10.0268,5,255,255,255
55000,-2.1093,-10.0261,5,255,255,255
55250,-2.2103,-10.0255,5,255,255,255
55500,-2.3104,-10.0248,5,255,255,255
55750,-2.4094,-10.0241,5,255,255,255
56000,-2.5074,-10.0235,5,255,255,255
56250,-2.6041,-10.0228,5,255,255,255
56500,-2.6997,-10.0221,5,255,255,255
56750,-2.7941,-10.0215,5,255,255,255
57000,-2.8871,-10.0208,5,255,255,255
57250,-2.9788,-10.0201,5,255,255,255
57500,-3.0691,-10.0195,5,255,255,255
57750,-3.1579,-10.0188,5,255,255,255
58000,-3.2453,-10.0182,5,255,255,255
58250,-3.3312,-10.0175,5,255,255,255
58500,-3.4154,-10.0168,5,255,255,255
58750,-3.498,-10.0162,5,255,255,255
59000,-3.5789,-10.0155,5,255,255,255
59250,-3.6581,-10.0149,5,255,255,255
59500,-3.7355,-10.0143,5,255,255,255
59750,-3.8111,-10.0136,5,255,255,255
60000,-3.8848,-10.013,5,255,255,255
60250,-3.9566,-10.0124,5,255,255,255
60500,-4.0264,-10.0118,5,255,255,255
60750,-4.0942,-10.0112,5,255,255,255
61000,-4.1599,-10.0106,5,255,255,255
61250,-4.2235,-10.01,5,255,255,255
61500,-4.2849,-10.0094,5,255,255,255
61750,-4.3441,-10.0089,5,255,255,255
62000,-4.401,-10.0083,5,255,255,255
62250,-4.4556,-10.0078,5,255,255,255
62500,-4.5079,-10.0073,5,255,255,255
62750,-4.5577,-10.0067,5,255,255,255
63000,-4.6051,-10.0062,5,255,255,255
63250,-4.6499,-10.0058,5,255,255,255
63500,-4.6922,-10.0053,5,255,255,255
63750,-4.7319,-10.0048,5,255,255,255
64000,-4.7689,-10.0044,5,255,255,255
64250,-4.8032,-10.004,5,255,255,255
64500,-4.8348,-10.0036,5,255,255,255
64750,-4.8636,-10.0032,5,255,255,255
65000,-4.8895,-10.0028,5,255,255,255
65250,-4.9125,-10.0025,5,255,255,255
65500,-4.9326,-10.0022,5,255,255,255
65750,-4.9497,-10.0019,5,255,255,255
66000,-4.9637,-10.0016,5,255,255,255
66250,-4.9746,-10.0013,5,255,255,255
66500,-4.9824,-10.0011,5,255,255,255
66750,-4.987,-10.0009,5,255,255,255
67000,-4.9883,-10.0007,5,255,255,255
67250,-4.9864,-10.0005,5,255,255,255
67500,-4.9811,-10.0003,5,255,255,255
67750,-4.9725,-10.0002,5,255,255,255
68000,-4.9604,-10.0001,5,255,255,255
68250,-4.9448,-10.0001,5,255,255,255
68500,-4.9257,-10,5,255,255,255
68750,-4.903,-10,5,255,255,255
69000,-4.877,-10,5,255,255,255
69250,-4.8481,-10,5,255,255,255
69500,-4.8164,-10,5,255,255,255
69750,-4.7817,-10,5,255,255,255
70000,-4.7443,-10,5,255,255,255
70250,-4.7041,-10,5,255,255,255
70500,-4.6612,-10,5,255,255,255
70750,-4.6156,-10,5,255,255,255
71000,-4.5673,-10,5,255,255,255
71250,-4.5165,-10,5,255,255,255
71500,-4.4631,-10,5,255,255,255
71750,-4.4071,-10,5,255,255,255
72000,-4.3487,-10,5,255,255,255
72250,-4.2878,-10,5,255,255,255
72500,-4.2245,-10,5,255,255,255
72750,-4.1588,-10,5,255,255,255
73000,-4.0908,-10,5,255,255,255
73250,-4.0206,-10,5,255,255,255
73500,-3.948,-10,5,255,255,255
73750,-3.8733,-10,5,255,255,255
74000,-3.7964,-10,5,255,255,255
74250,-3.7173,-10,5,255,255,255
74500,-3.6362,-10,5,255,255,255
74750,-3.5529,-10,5,255,255,255
75000,-3.4677,-10,5,255,255,255
75250,-3.3805,-10,5,255,255,255
75500,-3.2914,-10,5,255,255,255
75750,-3.2004,-10,5,255,255,255
76000,-3.1075,-10,5,255,255,255
76250,-3.0128,-10,5,255,255,255
76500,-2.9163,-10,5,255,255,255
76750,-2.8181,-10,5,255,255,255
77000,-2.7182,-10,5,255,255,255
77250,-2.6166,-10,5,255,255,255
77500,-2.5134,-10,5,255,255,255
77750,-2.4086,-10,5,255,255,255
78000,-2.3023,-10,5,255,255,255
78250,-2.1945,-10,5,255,255,255
78500,-2.0852,-10,5,255,255,255
78750,-1.9745,-10,5,255,255,255
79000,-1.8624,-10,5,255,255,255
79250,-1.749,-10,5,255,255,255
79500,-1.6343,-10,5,255,255,255
79750,-1.5183,-10,5,255,255,255
80000,-1.401,-10,5,255,255,255
80250,-1.2826,-10,5,255,255,255
80500,-1.1631,-10,5,255,255,255
80750,-1.0424,-10,5,255,255,255
81000,-0.9206,-10,5,255,255,255
81250,-0.7979,-10,5,255,255,255
81500,-0.6741,-10,5,255,255,255
81750,-0.5494,-10,5,255,255,255
82000,-0.4238,-10,5,255,255,255
82250,-0.2973,-10,5,255,255,255
82500,-0.17,-10,5,255,255,255
82750,-0.0419,-10,5,255,255,255
83000,0.087,-10,5,255,255,255
83250,0.2165,-10,5,255,255,255
83500,0.3468,-10,5,255,255,255
83750,0.4777,-10,5,255,255,255
84000,0.6091,-10,5,255,255,255
84250,0.7412,-10,5,255,255,255
84500,0.8737,-10,5,255,255,255
84750,1.0067,-10,5,255,255,255
85000,1.1402,-10,5,255,255,255
85250,1.274,-10,5,255,255,255
85500,1.4083,-10,5,255,255,255
85750,1.5428,-10,5,255,255,255
86000,1.6776,-10,5,255,255,255
86250,1.8127,-10,5,255,255,255
86500,1.9479,-10,5,255,255,255
86750,2.0833,-10,5,255,255,255
87000,2.2188,-10,5,255,255,255
87250,2.3545,-10,5,255,255,255
87500,2.4901,-10,5,255,255,255
87750,2.6258,-10,5,255,255,255
88000,2.7614,-10,5,255,255,255
88250,2.8969,-10,5,255,255,255
88500,3.0324,-10,5,255,255,255
88750,3.1677,-10,5,255,255,255
89000,3.3027,-10,5,255,255,255
89250,3.4376,-10,5,255,255,255
89500,3.5722,-10,5,255,255,255
89750,3.7064,-10,5,255,255,255
90000,3.8403,-10,5,255,255,255
90250,3.9738,-10,5,255,255,255
90500,4.1069,-10,5,255,255,255
90750,4.2395,-10,5,255,255,255
91000,4.3716,-10,5,255,255,255
91250,4.5032,-10,5,255,255,255
91500,4.6342,-10,5,255,255,255
91750,4.7645,-10,5,255,255,255
92000,4.8942,-10,5,255,255,255
92250,5.0231,-10,5,255,255,255
92500,5.1513,-10,5,255,255,255
92750,5.2788,-10,5,255,255,255
93000,5.4054,-10,5,255,255,255
93250,5.5311,-10,5,255,255,255
93500,5.6559,-10,5,255,255,255
93750,5.7798,-10,5,255,255,255
94000,5.9027,-10,5,255,255,255
94250,6.0246,-10,5,255,255,255
94500,6.1454,-10,5,255,255,255
94750,6.2652,-10,5,255,255,255
95000,6.3837,-10,5,255,255,255
95250,6.5011,-10,5,255,255,255
95500,6.6173,-10,5,255,255,255
95750,6.7322,-10,5,255,255,255
96000,6.8458,-10,5,255,255,255
96250,6.9581,-10,5,255,255,255
96500,7.069,-10,5,255,255,255
96750,7.1785,-10,5,255,255,255
97000,7.2865,-10,5,255,255,255
97250,7.3931,-10,5,255,255,255
97500,7.498,-10,5,255,255,255
97750,7.6015,-10,5,255,255,255
98000,7.7033,-10,5,255,255,255
98250,7.8034,-10,5,255,255,255
98500,7.9019,-10,5,255,255,255
98750,7.9986,-10,5,255,255,255
99000,8.0935,-10,5,255,255,255
99250,8.1867,-10,5,255,255,255
99500,8.278,-10,5,255,255,255
99750,8.3674,-10,5,255,255,255
100000,8.4548,-10,5,255,255,255
100250,8.5403,-10,5,255,255,255
100500,8.6238,-10,5,255,255,255
100750,8.7052,-10,5,255,255,255
101000,8.7846,-10,5,255,255,255
101250,8.8618,-10,5,255,255,255
101500,8.9369,-10,5,255,255,255
101750,9.0097,-10,5,255,255,255
102000,9.0803,-10,5,255,255,255
102250,9.1486,-10,5,255,255,255
102500,9.2146,-10,5,255,255,255
102750,9.2782,-10,5,255,255,255
103000,9.3395,-10,5,255,255,255
103250,9.3983,-10,5,255,255,255
103500,9.4545,-10,5,255,255,255
103750,9.5083,-10,5,255,255,255
104000,9.5595,-10,5,255,255,255
104250,9.6081,-10,5,255,255,255
104500,9.6541,-10,5,255,255,255
104750,9.6974,-10,5,255,255,255
105000,9.738,-10,5,255,255,255
105250,9.7758,-10,5,255,255,255
105500,9.8108,-10,5,255,255,255
105750,9.843,-10,5,255,255,255
106000,9.8723,-10,5,255,255,255
106250,9.8987,-10,5,255,255,255
106500,9.9221,-10,5,255,255,255
106750,9.9425,-10,5,255,255,255
107000,9.9599,-10,5,255,255,255
107250,9.9742,-10,5,255,255,255
107500,9.9855,-10,5,255,255,255
107750,9.9935,-10,5,255,255,255
108000,9.9984,-10,5,255,255,255
108250,10,-10,5,255,255,255
108500,10,-10,5,255,255,255
108750,10,-10,5,255,255,255
109000,10,-10,5,255,255,255
109250,10,-10,5,255,255,255
109500,10,-10,5,255,255,255
109750,10,-10,5,255,255,255
110000,10,-10,5,255,255,255
110250,10,-10,5,255,255,255
110500,10,-10,5,255,255,255
110750,10,-10,5,255,255,255
111000,10,-10,5,255,255,255
111250,10,-10,5,255,255,255
111500,10,-10,5,255,255,255
111750,10,-10,5,255,255,255
112000,10,-10,5,255,255,255
112250,10,-10,5,255,255,255
112500,10,-10,5,255,255,255
112750,10,-10,5,255,255,255
113000,10,-10,5,255,255,255
113250,10,-10,5,255,255,255
113500,10,-10,5,255,255,255
113750,10,-10,5,255,255,255
114000,10,-10,5,255,255,255
114250,10,-10,5,255,255,255
114500,10,-10,5,255,255,255
114750,10,-10,5,255,255,255
115000,10,-10,5,255,255,255
115250,10,-10,5,255,255,255
115500,10,-10,5,255,255,255
115750,10,-10,5,255,255,255
116000,10,-10,5,255,255,255
116250,10,-10,5,255,255,255
116500,10,-10,5,255,255,255
116750,10,-10,5,255,255,255
117000,10,-10,5,255,255,255
117250,10,-10,5,255,255,255
117500,10,-10,5,255,255,255
117750,10,-10,5,255,255,255
118000,10,-10,5,255,255,255
118250,10,-10,5,255,255,255
118500,10,-10,5,255,255,255
118750,10,-10,5,255,255,255
119000,10,-10,5,255,255,255
119250,10,-10,5,255,255,255
119500,10,-10,5,255,255,255
119750,10,-10,5,255,255,255
120000,10,-10,5,255,255,255
120250,10,-10,5,255,255,255
120500,10,-10,5,255,255,255
120750,10,-10,5,255,255,255
121000,10,-10,5,255,255,255
121250,10,-10,5,255,255,255
121500,10,-10,5,255,255,255
121750,10,-10,5,255,255,255
122000,10,-10,5,255,255,255
122250,10,-10,5,255,255,255
122500,10,-10,5,255,255,255
122750,10,-10,5,255,255,255
123000,10,-10,5,255,255,255
123250,10,-10,5,255,255,255
123500,10,-10,5,255,255,255
123750,10,-10,5,255,255,255
124000,10,-10,5,255,255,255
124250,10,-10,5,255,255,255
124500,10,-10,5,255,255,255
124750,10,-10,5,255,255,255
125000,10,-10,5,255,255,255
125250,10,-10,5,255,255,255
125500,10,-10,5,255,255,255
125750,10,-10,5,255,255,255
126000,10,-10,5,255,255,255
126250,10,-10,5,255,255,255
126500,10,-10,5,255,255,255
126750,10,-10,5,255,255,255
127000,10,-10,5,255,255,255
127250,10,-10,5,255,255,255
127500,10,-10,5,255,255,255
127750,10,-10,5,255,255,255
128000,10,-10,5,255,255,255
128250,10,-10,5,255,255,255
128500,10,-10,5,255,255,255
128750,10,-10,5,255,255,255
129000,10,-10,5,255,255,255
129250,10,-10,5,255,255,255
129500,10,-10,5,255,255,255
129750,10,-10,5,255,255,255
130000,10,-10,5,255,255,255
130250,10,-10,5,255,255,255
130500,10,-10,5,255,255,255
130750,10,-10,5,255,255,255
131000,10,-10,5,255,255,255
131250,10,-10,5,255,255,255
131500,10,-10,5,255,255,255
131750,10,-10,5,255,255,255
132000,10,-10,5,255,255,255
132250,10,-10,5,255,255,255
132500,10,-10,5,255,255,255
132750,10,-10,5,255,255,255
133000,10,-10,5,255,255,255
133250,10,-10,5,255,255,255
133500,10,-10,5,255,255,255
133750,10,-10,5,255,255,255
134000,10,-10,5,255,255,255
134250,10,-10,5,255,255,255
134500,10,-10,5,255,255,255
134750,10,-10,5,255,255,255
135000,10,-10,5,255,255,255
135250,10,-10,5,255,255,255
135500,10,-10,5,255,255,255
135750,10,-10,5,255,255,255
136000,10,-10,5,255,255,255
136250,10,-10,5,255,255,255
136500,10,-10,5,255,255,255
136750,10,-10,5,255,255,255
137000,10,-10,5,255,255,255
137250,10,-10,5,255,255,255
137500,10,-10,5,255,255,255
137750,10,-10,5,255,255,255
138000,10,-10,5,255,255,255
138250,10,-10,5,255,255,255
138500,10,-10,5,255,255,255
138750,10,-10,5,255,255,255
139000,10,-10,5,255,255,255
139250,10,-10,5,255,255,255
139500,10,-10,5,255,255,255
139750,10,-10,5,255,255,255
140000,10,-10,5,255,255,255
140250,10,-10,5,255,255,255
140500,10,-10,5,255,255,255
140750,10,-10,5,255,255,255
141000,10,-10,5,255,255,255
141250,10,-10,5,255,255,255
141500,10,-10,5,255,255,255
141750,10,-10,5,255,255,255
142000,10,-10,5,255,255,255
142250,10,-10,5,255,255,255
142500,10,-10,5,255,255,255
142750,10,-10,5,255,255,255
143000,10,-10,5,255,255,255
143250,10,-10,5,255,255,255
143500,10,-10,5,255,255,255
143750,10,-10,5,255,255,255
144000,10,-10,5,255,255,255
144250,10,-10,5,255,255,255
144500,10,-10,5,255,255,255
144750,10,-10,5,255,255,255
145000,10,-10,5,255,255,255
145250,10,-10,5,255,255,255
145500,10,-10,5,255,255,255
145750,10,-10,5,255,255,255
146000,10,-10,5,255,255,255
146250,10,-10,5,255,255,255
146500,10,-10,5,255,255,255
146750,10,-10,5,255,255,255
147000,10,-10,5,255,255,255
147250,10,-10,5,255,255,255
147500,10,-10,5,255,255,255
147750,10,-10,5,255,255,255
148000,10,-10,5,255,255,255
148250,10,-10,5,255,255,255
148500,10,-10,5,255,255,255
148750,10,-10,5,255,255,255
149000,10,-10,5,255,255,255
149250,10,-10,5,255,255,255
149500,10,-10,5,255,255,255
149750,10,-10,5,255,255,255
150000,10,-10,5,255,255,255
150250,10,-10,5,255,255,255
150500,10,-10,5,255,255,255
150750,10,-10,5,255,255,255
151000,10,-10,5,255,255,255
151250,10,-10,5,255,255,255
151500,10,-10,5,255,255,255
151750,10,-10,5,255,255,255
152000,10,-10,5,255,255,255
152250,10,-10,5,255,255,255
152500,10,-10,5,255,255,255
152750,10,-10,5,255,255,255
153000,10,-10,5,255,255,255
153250,10,-10,5,255,255,255
153500,10,-10,5,255,255,255
153750,10,-10,5,255,255,255
154000,10,-10,5,255,255,255
154250,10,-10,5,255,255,255
154500,10,-10,5,255,255,255
154750,10,-10,5,255,255,255
155000,10,-10,5,255,255,255
155250,10,-10,5,255,255,255
155500,10,-10,5,255,255,255
155750,10,-10,5,255,255,255
156000,10,-10,5,255,255,255
156250,10,-10,5,255,255,255
156500,10,-10,5,255,255,255
156750,10,-10,5,255,255,255
157000,10,-10,5,255,255,255
157250,10,-10,5,255,255,255
157500,10,-10,5,255,255,255
157750,10,-10,5,255,255,255
158000,10,-10,5,255,255,255
158250,10,-10,5,255,255,255
158500,10,-10,5,255,255,255
158750,10,-10,5,255,255,255
159000,10,-10,5,255,255,255
159250,10,-10,5,255,255,255
159500,10,-10,5,255,255,255
159750,10,-10,5,255,255,255
160000,10,-10,5,255,255,255
160250,10,-10,5,255,255,255
160500,10,-10,5,255,255,255
160750,10,-10,5,255,255,255
161000,10,-10,5,255,255,255
161250,10,-10,5,255,255,255
161500,10,-10,5,255,255,255
161750,10,-10,5,255,255,255
162000,10,-10,5,255,255,255
162250,10,-10,5,255,255,255
162500,10,-10,5,255,255,255
162750,10,-10,5,255,255,255
163000,10,-10,5,255,255,255
163250,10,-10,5,255,255,255
163500,10,-10,5,255,255,255
163750,10,-10,5,255,255,255
164000,10,-10,5,255,255,255
164250,10,-10,5,255,255,255
164500,10,-10,5,255,255,255
164750,10,-10,5,255,255,255
165000,10,-10,5,255,255,255
165250,10,-10,5,255,255,255
165500,10,-10,5,255,255,255
165750,10,-10,5,255,255,255
166000,10,-10,5,255,255,255
166250,10,-10,5,255,255,255
166500,10,-10,5,255,255,255
166750,10,-10,5,255,255,255
167000,10,-10,5,255,255,255
167250,10,-10,5,255,255,255
167500,10,-10,5,255,255,255
167750,10,-10,5,255,255,255
168000,10,-10,5,255,255,255
168250,10,-10,5,255,255,255
168500,10,-10,5,255,255,255
168750,10,-10,5,255,255,255
169000,10,-10,5,255,255,255
169250,10,-10,5,255,255,255
169500,10,-10,5,255,255,255
169750,10,-10,5,255,255,255
170000,10,-10,5,255,255,255
170250,10,-10,5,255,255,255
170500,10,-10,5,255,255,255
170750,10,-10,5,255,255,255
171000,10,-10,5,255,255,255
171250,10,-10,5,255,255,255
171500,10,-10,5,255,255,255
171750,10,-10,5,255,255,255
172000,10,-10,5,255,255,255
172250,10,-10,5,255,255,255
172500,10,-10,5,255,255,255
172750,10,-10,5,255,255,255
173000,10,-10,5,255,255,255
173250,10,-10,5,255,255,255
173500,10,-10,5,255,255,255
173750,10,-10,5,255,255,255
174000,10,-10,5,255,255,255
174250,10,-10,5,255,255,255
174500,10,-10,5,255,255,255
174750,10,-10,5,255,255,255
175000,10,-10,5,255,255,255
175250,10,-10,5,255,255,255
175500,9.9966,-10,5,255,255,255
175750,9.9866,-10,5,255,255,255
176000,9.9701,-10,5,255,255,255
176250,9.9474,-10,5,255,255,255
176500,9.9186,-10,5,255,255,255
176750,9.884,-10,5,255,255,255
177000,9.8439,-10,5,255,255,255
177250,9.7983,-10,5,255,255,255
177500,9.7475,-10,5,255,255,255
177750,9.6917,-10,5,255,255,255
178000,9.6312,-10,5,255,255,255
178250,9.566,-10,5,255,255,255
178500,9.4965,-10,5,255,255,255
178750,9.4229,-10,5,255,255,255
179000,9.3452,-10,5,255,255,255
179250,9.2639,-10,5,255,255,255
179500,9.179,-10,5,255,255,255
179750,9.0907,-10,5,255,255,255
180000,8.9994,-10,5,255,255,255
180250,8.9051,-10,5,255,255,255
180500,8.8081,-10,5,255,255,255
180750,8.7086,-10,5,255,255,255
181000,8.6068,-10,5,255,255,255
181250,8.5029,-10,5,255,255,255
181500,8.3972,-10,5,255,255,255
181750,8.2897,-10,5,255,255,255
182000,8.1808,-10,5,255,255,255
182250,8.0707,-10,5,255,255,255
182500,7.9595,-10,5,255,255,255
182750,7.8474,-10,5,255,255,255
183000,7.7347,-10,5,255,255,255
183250,7.6216,-10,5,255,255,255
183500,7.5083,-10,5,255,255,255
183750,7.3949,-10,5,255,255,255
